manufacturer,model,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_int,mileage,engine_cc,max_power_bhp,torque,seats
Toyota,Innova,Toyota Innova,2012,869999,225000,Diesel,Individual,Manual,Second Owner,13,12.99 kmpl,2494,100,200Nm@ 1400-3400rpm,8
Jaguar,XF,Jaguar XF,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,14,13.6 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Jaguar,XF,Jaguar XF,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19,19.33 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Tata,Safari,Tata Safari,2015,503000,110000,Diesel,Individual,Manual,First Owner,14,14.1 kmpl,2179,148,320Nm@ 1500-3000rpm,7
Volvo,XC40 D4,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18,18.0 kmpl,1969,190,400Nm,5
Toyota,Camry Hybrid,Toyota Camry Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,First Owner,19,19.16 kmpl,2494,158,213Nm@ 4500rpm,5
Maruti,Wagon R,Maruti Wagon R,2013,225000,58343,Petrol,Dealer,Manual,First Owner,22,21.79 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Beno,Maruti Beno,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27,27.39 kmpl,1248,74,190Nm@ 2000rpm,5
Honda,Jazz,Honda Jazz,2016,550000,56494,Petrol,Dealer,Manual,First Owner,18,18.2 kmpl,1199,89,110Nm@ 4800rpm,5
Toyota,Innova,Toyota Innova,2013,750000,79328,Diesel,Dealer,Manual,Second Owner,13,12.99 kmpl,2494,101,200Nm@ 1200-3600rpm,7
Maruti,Swift,Maruti Swift,2019,650000,5621,Petrol,Dealer,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Toyota,Etios,Toyota Etios,2017,625000,25538,Petrol,Dealer,Manual,First Owner,17,16.78 kmpl,1496,89,132Nm@ 3000rpm,5
Maruti,Swift,Maruti Swift,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24,24.0 kmpl,1186,74,190.24nm@ 1750-2250rpm,5
BMW,X4 M Sport X xDrive20d,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,17,16.78 kmpl,1995,190,400Nm@ 1750-2500rpm,5
BMW,X4 M Sport X xDrive20d,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,17,16.78 kmpl,1995,190,400Nm@ 1750-2500rpm,5
Honda,Amaze,Honda Amaze,2019,779000,7032,Petrol,Dealer,Automatic,First Owner,19,19.0 kmpl,1199,89,110Nm@ 4800rpm,5
Skoda,Rapid,Skoda Rapid,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14,14.3 kmpl,1598,104,153Nm@ 3800rpm,5
Volvo,V40 D3,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,17,16.8 kmpl,1984,150,350Nm@ 1500-2750rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2012,370000,120000,Diesel,Individual,Manual,Second Owner,14,13.5 kmpl,2179,115,277.5Nm@ 1700-2200rpm,5
Nissan,Terrano,Nissan Terrano,2015,750000,70000,Diesel,Individual,Manual,First Owner,19,19.01 kmpl,1461,109,248Nm@ 2250rpm,5
Mahindra,Bolero,Mahindra Bolero,2015,484999,100000,Diesel,Individual,Manual,First Owner,16,15.96 kmpl,2523,63,180Nm@ 1440-1500rpm,9
Honda,City,Honda City,2017,860000,28000,Petrol,Individual,Manual,First Owner,18,17.8 kmpl,1497,117,145Nm@ 4600rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2018,650000,50000,Diesel,Individual,Manual,First Owner,28,28.4 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Ertiga,Maruti Ertiga,2014,650000,90000,Diesel,Individual,Manual,First Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Hyundai,Verna,Hyundai Verna,2016,710000,40000,Diesel,Individual,Manual,First Owner,25,24.8 kmpl,1396,89,219.7Nm@ 1750-2750rpm,5
Ford,Figo,Ford Figo,2017,430000,113000,Diesel,Individual,Manual,First Owner,26,25.83 kmpl,1498,99,215Nm@ 1750-3000rpm,5
Maruti,Swift,Maruti Swift,2011,305000,188000,Diesel,Individual,Manual,Second Owner,18,17.8 kmpl,1248,75,190Nm@ 2000rpm,5
Ford,Figo,Ford Figo,2011,220000,100000,Diesel,Individual,Manual,First Owner,20,20.0 kmpl,1399,68,160Nm@ 2000rpm,5
Tata,Sumo,Tata Sumo,2010,150000,225000,Diesel,Individual,Manual,Third Owner,14,14.0 kmpl,1948,90,190Nm@ 2000-3000,9
Mahindra,TUV 300,Mahindra TUV 300,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18,18.49 kmpl,1493,100,240Nm@ 1600-2800rpm,7
Chevrolet,Beat,Chevrolet Beat,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25,25.44 kmpl,936,58,150Nm@ 1750rpm,5
Toyota,Corolla Altis,Toyota Corolla Altis,2015,1100000,50000,Petrol,Individual,Manual,First Owner,14,14.28 kmpl,1798,138,173Nm@ 4000rpm,5
Jaguar,XF,Jaguar XF,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,16,16.36 kmpl,2179,188,450Nm@ 2000rpm,5
Volkswagen,Ameo,Volkswagen Ameo,2017,625000,34000,Diesel,Individual,Automatic,First Owner,22,22.0 kmpl,1498,108,250Nm@ 1500-3000rpm,5
Honda,City,Honda City,2012,540000,100000,Petrol,Individual,Manual,Second Owner,17,16.8 kmpl,1497,116,146Nm@ 4800rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2017,550000,10000,Petrol,Individual,Automatic,First Owner,19,18.9 kmpl,1197,82,113.75nm@ 4000rpm,5
Maruti,Celerio,Maruti Celerio,2018,475000,30000,Petrol,Individual,Manual,First Owner,22,21.63 kmpl,998,67,90Nm@ 3500rpm,5
Toyota,Fortuner,Toyota Fortuner,2016,3100000,90000,Diesel,Individual,Automatic,First Owner,15,15.04 kmpl,2755,175,450Nm@ 1600-2400rpm,7
Maruti,Ritz,Maruti Ritz,2010,217000,120000,Diesel,Individual,Manual,First Owner,21,21.1 kmpl,1248,74,113Nm@ 4500rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21,21.21 kmpl,1197,82,113Nm@ 4200rpm,5
Toyota,Etios,Toyota Etios,2015,570000,120000,Diesel,Individual,Manual,Second Owner,24,23.59 kmpl,1364,67,170Nm@ 1800-2400rpm,5
Hyundai,EON,Hyundai EON,2012,180000,120000,Petrol,Individual,Manual,Second Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Mercedes-Benz,M-Class,Mercedes-Benz M-Class,2015,2600000,100000,Diesel,Individual,Automatic,Second Owner,15,15.26 kmpl,2143,203,500Nm@ 1600-1800rpm,5
Tata,Sumo,Tata Sumo,2018,700000,63000,Diesel,Individual,Manual,First Owner,15,15.3 kmpl,2956,84,250Nm@ 1000-2000rpm,7
Mercedes-Benz,GL-Class,Mercedes-Benz GL-Class,2016,1850000,40000,Diesel,Individual,Automatic,Second Owner,18,17.9 kmpl,2143,136,300Nm@ 1600-3000rpm,5
Ford,Ecosport,Ford Ecosport,2015,685000,109000,Diesel,Dealer,Manual,First Owner,23,22.7 kmpl,1498,90,204Nm@ 2000-2750rpm,5
Maruti,Swift,Maruti Swift,2015,565000,114000,Diesel,Dealer,Manual,First Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2014,395000,160000,Diesel,Dealer,Manual,Third Owner,24,24.0 kmpl,1120,70,160Nm@ 1500-2750rpm,5
Hyundai,i20 Sportz,Hyundai i20 Sportz,2013,425000,101000,Diesel,Dealer,Manual,First Owner,22,21.9 kmpl,1396,89,219.6Nm@ 1750-2750rpm,5
Renault,KWID,Renault KWID,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24,24.04 kmpl,999,67,91Nm@ 4250rpm,5
Renault,KWID,Renault KWID,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23,23.01 kmpl,999,67,91Nm@ 4250rpm,5
Maruti,Wagon R,Maruti Wagon R,2016,434999,55000,Petrol,Dealer,Manual,First Owner,21,20.52 kmpl,1197,82,113Nm@ 4200rpm,5
Tata,Nano,Tata Nano,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,22,21.9 kmpl,624,37,51Nm@ 4000rpm,4
Hyundai,Verna,Hyundai Verna,2014,700000,117000,Diesel,Dealer,Manual,First Owner,22,22.32 kmpl,1582,126,259.8Nm@ 1900-2750rpm,5
BMW,3,BMW 3,2010,1100000,102000,Diesel,Dealer,Automatic,First Owner,20,19.62 kmpl,1995,188,400Nm@ 1750-2500rpm,5
Maruti,Wagon R,Maruti Wagon R,2015,425000,75000,Petrol,Dealer,Manual,First Owner,21,20.52 kmpl,1197,82,113Nm@ 4200rpm,5
Mercedes-Benz,E-Class,Mercedes-Benz E-Class,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,10,10.0 kmpl,2148,170,400Nm@ 1400-2800rpm,5
Ford,Figo,Ford Figo,2013,325000,158000,Diesel,Dealer,Manual,First Owner,24,24.4 kmpl,1499,99,215Nm@ 1750-2500rpm,5
Ford,EcoSport,Ford EcoSport,2018,950000,40000,Diesel,Individual,Manual,First Owner,23,23.0 kmpl,1498,99,205Nm@ 1750-3250rpm,5
Tata,Nexon Revotron,Tata Nexon Revotron,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,22,21.5 kmpl,1497,109,260Nm@ 1500-2750rpm,5
Tata,Hexa,Tata Hexa,2017,980000,53000,Diesel,Individual,Manual,First Owner,18,17.6 kmpl,2179,148,320Nm@ 1500-3000rpm,7
Jeep,Compass,Jeep Compass,2017,1920000,20000,Diesel,Individual,Manual,Second Owner,16,16.3 kmpl,1956,170,350Nm@ 1750-2500rpm,5
Volkswagen,Polo,Volkswagen Polo,2020,808000,5000,Petrol,Individual,Manual,First Owner,18,18.24 kmpl,999,109,175nm@ 1750-4000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2014,550000,30000,Petrol,Individual,Manual,First Owner,19,19.1 kmpl,1197,86,114Nm@ 4000rpm,5
Maruti,Alto 800,Maruti Alto 800,2010,215000,64000,Petrol,Individual,Manual,First Owner,20,19.7 kmpl,796,46,62Nm@ 3000rpm,5
Ford,Figo,Ford Figo,2016,512000,10500,Petrol,Individual,Manual,First Owner,18,18.16 kmpl,1196,87,112Nm@ 4000rpm,5
Maruti,Alto 800,Maruti Alto 800,2011,215000,50000,Petrol,Individual,Manual,Second Owner,20,19.7 kmpl,796,46,62Nm@ 3000rpm,5
Skoda,Rapid,Skoda Rapid,2012,500000,60000,Diesel,Individual,Manual,First Owner,21,20.5 kmpl,1598,104,250Nm@ 1500-2500rpm,5
Skoda,Rapid,Skoda Rapid,2015,700000,35000,Diesel,Individual,Manual,First Owner,21,21.14 kmpl,1498,104,250Nm@ 1500-2500rpm,5
Tata,Safari,Tata Safari,2012,525000,135000,Diesel,Individual,Manual,First Owner,14,13.93 kmpl,2179,138,320Nm@ 1700-2700rpm,7
Mahindra,Scorpio,Mahindra Scorpio,2011,550000,70000,Diesel,Individual,Manual,Second Owner,12,12.05 kmpl,2179,120,290Nm@ 1800-2800rpm,9
Maruti,Vitara Brezza,Maruti Vitara Brezza,2016,750000,80000,Diesel,Individual,Manual,First Owner,24,24.3 kmpl,1248,89,200Nm@ 1750rpm,5
Maruti,Celerio,Maruti Celerio,2017,395000,25000,Petrol,Individual,Manual,First Owner,22,21.63 kmpl,998,67,90Nm@ 3500rpm,5
Hyundai,i20,Hyundai i20,2017,675000,5000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1197,82,114.7Nm@ 4000rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2011,430000,120000,Diesel,Individual,Manual,Second Owner,12,12.05 kmpl,2179,120,290Nm@ 1800-2800rpm,8
Jaguar,XF,Jaguar XF,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,14,13.6 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Jaguar,XF,Jaguar XF,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19,19.33 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Tata,Safari,Tata Safari,2015,503000,110000,Diesel,Individual,Manual,First Owner,14,14.1 kmpl,2179,148,320Nm@ 1500-3000rpm,7
Volvo,XC40 D4,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18,18.0 kmpl,1969,190,400Nm,5
Toyota,Camry Hybrid,Toyota Camry Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,First Owner,19,19.16 kmpl,2494,158,213Nm@ 4500rpm,5
Maruti,Wagon R,Maruti Wagon R,2013,225000,58343,Petrol,Dealer,Manual,First Owner,22,21.79 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Beno,Maruti Beno,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27,27.39 kmpl,1248,74,190Nm@ 2000rpm,5
Honda,Jazz,Honda Jazz,2016,550000,56494,Petrol,Dealer,Manual,First Owner,18,18.2 kmpl,1199,89,110Nm@ 4800rpm,5
Toyota,Innova,Toyota Innova,2013,750000,79328,Diesel,Dealer,Manual,Second Owner,13,12.99 kmpl,2494,101,200Nm@ 1200-3600rpm,7
Maruti,Swift,Maruti Swift,2019,650000,5621,Petrol,Dealer,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Toyota,Etios,Toyota Etios,2017,625000,25538,Petrol,Dealer,Manual,First Owner,17,16.78 kmpl,1496,89,132Nm@ 3000rpm,5
Maruti,Swift,Maruti Swift,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24,24.0 kmpl,1186,74,190.24nm@ 1750-2250rpm,5
BMW,X4 M Sport X xDrive20d,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,17,16.78 kmpl,1995,190,400Nm@ 1750-2500rpm,5
BMW,X4 M Sport X xDrive20d,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,17,16.78 kmpl,1995,190,400Nm@ 1750-2500rpm,5
Honda,Amaze,Honda Amaze,2019,779000,7032,Petrol,Dealer,Automatic,First Owner,19,19.0 kmpl,1199,89,110Nm@ 4800rpm,5
Skoda,Rapid,Skoda Rapid,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14,14.3 kmpl,1598,104,153Nm@ 3800rpm,5
Volvo,V40 D3,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,17,16.8 kmpl,1984,150,350Nm@ 1500-2750rpm,5
Maruti,Wagon R,Maruti Wagon R,2014,300000,10000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Chevrolet,Sail,Chevrolet Sail,2013,355000,68000,Diesel,Individual,Manual,First Owner,22,22.1 kmpl,1248,77,205Nm@ 1750rpm,5
Maruti,Alto 800,Maruti Alto 800,2015,180000,35000,Petrol,Individual,Manual,Second Owner,23,22.74 kmpl,796,47,69Nm@ 3500rpm,5
Tata,Indigo,Tata Indigo,2013,280000,70000,Diesel,Individual,Manual,First Owner,25,25.0 kmpl,1396,69,140Nm@ 1800-3000rpm,5
Tata,Manza,Tata Manza,2011,250000,70000,Diesel,Individual,Manual,First Owner,19,19.0 kmpl,1248,90,200Nm@ 1750-3000rpm,5
Maruti,S-Cross,Maruti S-Cross,2018,810000,29700,Diesel,Individual,Manual,First Owner,25,25.1 kmpl,1248,89,200Nm@ 1750rpm,5
Hyundai,i20,Hyundai i20,2018,671000,20000,Petrol,Individual,Automatic,First Owner,19,18.6 kmpl,1368,99,132.3Nm@ 4000rpm,5
Maruti,Alto 800,Maruti Alto 800,2018,295000,20000,Petrol,Individual,Manual,First Owner,25,24.7 kmpl,796,47,69Nm@ 3500rpm,5
Maruti,Ertiga,Maruti Ertiga,2017,850000,40000,Diesel,Individual,Manual,First Owner,25,24.52 kmpl,1248,89,200Nm@ 1750rpm,7
Maruti,Swift,Maruti Swift,2013,409999,90000,Diesel,Individual,Manual,First Owner,23,22.9 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Ertiga,Maruti Ertiga,2015,600000,90000,Petrol,Individual,Manual,First Owner,16,16.02 kmpl,1373,94,130Nm@ 4000rpm,7
Mahindra,Bolero,Mahindra Bolero,2015,600000,80000,Diesel,Individual,Manual,First Owner,16,15.96 kmpl,2523,62,195Nm@ 1400-2200rpm,7
Maruti,Wagon R,Maruti Wagon R,2012,220000,60000,Petrol,Individual,Manual,Third Owner,19,18.9 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2013,550000,56000,Diesel,Individual,Manual,First Owner,23,23.4 kmpl,1248,74,190Nm@ 2000rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2014,650000,50000,Diesel,Individual,Manual,First Owner,14,14.0 kmpl,2523,75,200Nm@ 1400-2200rpm,8
Mahindra,Scorpio,Mahindra Scorpio,2014,655000,50000,Diesel,Individual,Manual,Second Owner,14,14.0 kmpl,2523,75,200Nm@ 1400-2200rpm,9
Renault,Duster,Renault Duster,2014,400000,123000,Diesel,Individual,Manual,First Owner,19,19.01 kmpl,1461,108,248Nm@ 2250rpm,5
Maruti,Alto 800,Maruti Alto 800,2009,155000,54000,Petrol,Individual,Manual,First Owner,20,19.7 kmpl,796,46,62Nm@ 3000rpm,5
Tata,Indigo,Tata Indigo,2013,250000,50000,Petrol,Individual,Manual,First Owner,16,15.64 kmpl,1193,64,100Nm@ 2700rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2014,400000,80000,Petrol,Individual,Manual,Second Owner,19,18.9 kmpl,1197,82,114Nm@ 4000rpm,5
Datsun,GO,Datsun GO,2019,500000,10000,Petrol,Individual,Manual,First Owner,19,19.02 kmpl,1198,67,104Nm@ 4000rpm,5
Hyundai,Santro,Hyundai Santro,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20,20.3 kmpl,1086,68,99Nm@ 4500rpm,5
Ford,EcoSport,Ford EcoSport,2018,900000,40000,Diesel,Individual,Manual,First Owner,23,23.0 kmpl,1498,99,205Nm@ 1750-3250rpm,5
Mahindra,Bolero,Mahindra Bolero,2017,650000,120000,Diesel,Individual,Manual,First Owner,17,16.5 kmpl,1493,70,195Nm@ 1400-2200rpm,7
Mahindra,Bolero,Mahindra Bolero,2013,600000,45000,Diesel,Individual,Manual,First Owner,16,15.96 kmpl,2523,62,195Nm@ 1400-2200rpm,7
Maruti,Swift Dzire,Maruti Swift Dzire,2018,800000,35000,Diesel,Individual,Manual,First Owner,28,28.4 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,i20 Sportz,Hyundai i20 Sportz,2015,575000,60000,Diesel,Individual,Manual,First Owner,23,22.54 kmpl,1396,89,219.7Nm@ 1500-2750rpm,5
Ford,Figo,Ford Figo,2016,550000,40000,Petrol,Individual,Automatic,First Owner,17,17.01 kmpl,1499,110,136Nm@ 4250rpm,5
Maruti,SX4,Maruti SX4,2011,190000,80000,Petrol,Individual,Manual,Third Owner,16,15.5 kmpl,1586,103,145Nm@ 4100rpm,5
Ford,EcoSport,Ford EcoSport,2017,750000,37000,Diesel,Individual,Manual,First Owner,23,23.0 kmpl,1498,99,205Nm@ 1750-3250rpm,5
Maruti,Beno,Maruti Beno,2018,625000,22000,Petrol,Individual,Manual,First Owner,21,21.4 kmpl,1197,83,115Nm@ 4000rpm,5
Hyundai,i20,Hyundai i20,2018,799000,60000,Diesel,Individual,Manual,Second Owner,23,22.54 kmpl,1396,89,219.7Nm@ 1500-2750rpm,5
Maruti,Wagon R,Maruti Wagon R,2013,300000,57000,Petrol,Individual,Manual,Second Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Ciaz,Maruti Ciaz,2017,850000,27000,Petrol,Individual,Manual,First Owner,21,20.73 kmpl,1373,91,130Nm@ 4000rpm,5
Chevrolet,Spark,Chevrolet Spark,2012,130000,70000,Petrol,Individual,Manual,First Owner,18,18.0 kmpl,995,62,90.3Nm@ 4200rpm,5
Maruti,Alto 800,Maruti Alto 800,2011,229999,40000,Petrol,Individual,Manual,Second Owner,21,20.92 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Celerio,Maruti Celerio,2015,400000,60000,Petrol,Individual,Manual,First Owner,23,23.1 kmpl,998,67,90Nm@ 3500rpm,5
Mahindra,Thar,Mahindra Thar,2018,900000,35000,Diesel,Individual,Manual,First Owner,17,16.55 kmpl,2498,105,247Nm@ 1800-2000rpm,6
Mahindra,Scorpio,Mahindra Scorpio,2015,800000,70000,Diesel,Individual,Manual,First Owner,15,15.4 kmpl,1997,120,280Nm@ 1800-2800rpm,7
Hyundai,EON,Hyundai EON,2015,250999,43000,Petrol,Individual,Manual,Second Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Tata,Manza,Tata Manza,2011,250000,110000,Petrol,Individual,Manual,Second Owner,15,15.0 kmpl,1368,90,116Nm@ 4750rpm,5
Maruti,Swift,Maruti Swift,2016,450000,64000,Petrol,Individual,Manual,First Owner,20,20.4 kmpl,1197,82,113Nm@ 4200rpm,5
Renault,Duster,Renault Duster,2017,575000,96000,Diesel,Individual,Manual,First Owner,20,19.87 kmpl,1461,84,200Nm@ 1750rpm,5
Renault,Duster,Renault Duster,2013,400000,96000,Diesel,Individual,Manual,First Owner,20,20.46 kmpl,1461,84,200Nm@ 1900rpm,5
Maruti,Celerio,Maruti Celerio,2019,480000,7600,Petrol,Individual,Manual,First Owner,22,21.63 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Celerio,Maruti Celerio,2019,490000,7000,Petrol,Individual,Manual,First Owner,22,21.63 kmpl,998,67,90Nm@ 3500rpm,5
Hyundai,Xcent,Hyundai Xcent,2015,500000,50000,Diesel,Individual,Manual,Second Owner,24,24.4 kmpl,1120,71,180.4Nm@ 1750-2500rpm,5
Tata,Zest,Tata Zest,2015,425000,80000,Diesel,Individual,Manual,First Owner,23,23.0 kmpl,1248,89,200Nm@ 1750-3000rpm,5
Toyota,Innova,Toyota Innova,2015,1030000,190000,Diesel,Individual,Manual,First Owner,13,12.99 kmpl,2494,101,200Nm@ 1400-3400rpm,7
Maruti,Wagon R,Maruti Wagon R,2015,360000,34000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Volkswagen,Polo,Volkswagen Polo,2012,290000,80000,Petrol,Individual,Manual,Second Owner,16,16.47 kmpl,1198,74,110Nm@ 3750rpm,5
Maruti,Swift,Maruti Swift,2011,400000,72000,Diesel,Individual,Manual,First Owner,23,22.9 kmpl,1248,74,190Nm@ 2000rpm,5
Tata,Sumo,Tata Sumo,2012,320000,70000,Diesel,Individual,Manual,Second Owner,15,15.3 kmpl,2956,84,250Nm@ 1000-2000rpm,7
Ford,EcoSport,Ford EcoSport,2019,975000,30000,Diesel,Individual,Manual,First Owner,23,23.0 kmpl,1498,99,205Nm@ 1750-3250rpm,5
Honda,City,Honda City,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18,18.0 kmpl,1497,118,145Nm@ 4600rpm,5
Hyundai,Verna,Hyundai Verna,2014,755000,29340,Diesel,Individual,Manual,First Owner,22,22.32 kmpl,1582,126,259.8Nm@ 1900-2750rpm,5
Ford,Figo,Ford Figo,2011,215000,120000,Diesel,Individual,Manual,First Owner,20,20.0 kmpl,1399,68,160Nm@ 2000rpm,5
Toyota,Innova,Toyota Innova,2011,735000,200000,Diesel,Individual,Manual,Second Owner,13,12.8 kmpl,2494,102,20.4@ 1400-3400(kgm@ rpm),7
Toyota,Innova,Toyota Innova,2014,1365000,80800,Diesel,Individual,Manual,Second Owner,13,12.99 kmpl,2494,101,200Nm@ 1400-3400rpm,8
Honda,Jazz,Honda Jazz,2018,675000,24265,Petrol,Dealer,Manual,First Owner,19,18.7 kmpl,1199,89,110Nm@ 4800rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2014,438999,81000,Diesel,Dealer,Manual,First Owner,23,23.4 kmpl,1248,74,190Nm@ 2000rpm,5
Renault,Lodgy,Renault Lodgy,2015,550000,240000,Diesel,Individual,Manual,First Owner,20,19.98 kmpl,1461,109,245Nm@ 1750rpm,7
Maruti,Swift Dzire,Maruti Swift Dzire,2013,409999,35000,Petrol,Individual,Manual,First Owner,19,19.1 kmpl,1197,86,114Nm@ 4000rpm,5
Renault,KWID,Renault KWID,2019,350000,15000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Chevrolet,Beat,Chevrolet Beat,2012,135000,49000,Diesel,Individual,Manual,Third Owner,25,25.44 kmpl,936,58,150Nm@ 1750rpm,5
Toyota,Innova Crysta,Toyota Innova Crysta,2016,1490000,56900,Diesel,Individual,Manual,Second Owner,14,13.68 kmpl,2393,148,343Nm@ 1400-2800rpm,8
Maruti,Swift,Maruti Swift,2014,520000,70000,Diesel,Individual,Manual,Second Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2010,315000,180000,Diesel,Individual,Manual,First Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,A-Star,Maruti A-Star,2010,235000,50000,Petrol,Individual,Manual,First Owner,19,19.0 kmpl,998,66,90Nm@ 3500rpm,5
Maruti,Ritz,Maruti Ritz,2013,375000,88200,Diesel,Individual,Manual,First Owner,23,23.2 kmpl,1248,74,190Nm@ 2000rpm,5
Honda,Amaze,Honda Amaze,2017,550000,120000,Diesel,Individual,Manual,First Owner,26,25.8 kmpl,1498,99,200Nm@ 1750rpm,5
Ford,Fiesta,Ford Fiesta,2011,260000,110000,Diesel,Individual,Manual,Second Owner,18,17.8 kmpl,1399,68,"16.3@ 2,000(kgm@ rpm)",5
Maruti,Swift Dzire,Maruti Swift Dzire,2016,650000,50000,Diesel,Individual,Automatic,Second Owner,27,26.59 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2013,480000,80000,Diesel,Individual,Manual,First Owner,23,23.4 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,i20 Asta,Hyundai i20 Asta,2016,700000,40000,Diesel,Individual,Manual,First Owner,23,22.54 kmpl,1396,89,219.7Nm@ 1500-2750rpm,5
Maruti,Ertiga,Maruti Ertiga,2015,650000,110000,Diesel,Individual,Manual,Third Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Hyundai,Creta,Hyundai Creta,2015,1300000,48000,Diesel,Individual,Manual,Second Owner,20,19.67 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Volkswagen,Vento,Volkswagen Vento,2016,1000000,60000,Diesel,Individual,Automatic,First Owner,22,22.15 kmpl,1498,109,250Nm@ 1500-3000rpm,5
Mercedes-Benz,M-Class,Mercedes-Benz M-Class,2011,1700000,110000,Diesel,Individual,Automatic,Third Owner,18,18.0 kmpl,2987,165,510@ 1600-2400,5
