name,manufacturer,model,year,km_driven,fuel,transmission,owner,mileage_int,cmp,selling_price
Tata Indigo,Tata,Indigo,2011,90000,Petrol,Manual,Second Owner,16,566000,90000
Renault Duster,Renault,Duster,2014,114000,Diesel,Manual,First Owner,19,101900,600000
Hyundai i20 Magna,Hyundai,i20 Magna,2009,100000,Petrol,Manual,First Owner,19,698000,235000
Hyundai i20,Hyundai,i20,2011,100000,Diesel,Manual,Second Owner,23,698000,350000
Hyundai i10,Hyundai,i10,2011,80000,Petrol,Manual,Second Owner,20,707000,235000
Maruti Alto 800,Maruti,Alto 800,2010,35000,Petrol,Manual,First Owner,20,503000,190000
Tata Manza,Tata,Manza,2011,79000,Diesel,Manual,First Owner,21,768000,325000
Volkswagen Vento,Volkswagen,Vento,2011,120000,Diesel,Manual,Third Owner,21,116600,300000
Tata Tigor,Tata,Tigor,2017,10000,Petrol,Manual,First Owner,20,582000,550000
Mahindra XUV 500,Mahindra,XUV 500,2013,150000,Diesel,Manual,Second Owner,15,149500,720000
Nissan Micra,Nissan,Micra,2011,110000,Petrol,Manual,First Owner,18,778000,110000
Maruti Alto 800,Maruti,Alto 800,2018,10000,Petrol,Manual,First Owner,25,503000,310000
Maruti Wagon R,Maruti,Wagon R,2010,70000,CNG,Manual,Second Owner,26,690000,150000
Tata Indica Vista,Tata,Indica Vista,2012,46000,Diesel,Manual,First Owner,19,611000,260000
Maruti Swift,Maruti,Swift,2013,108800,Diesel,Manual,Third Owner,23,591000,450000
Hyundai i10,Hyundai,i10,2009,70000,Petrol,Manual,Second Owner,20,707000,199000
Mahindra Scorpio,Mahindra,Scorpio,2018,35000,Diesel,Manual,First Owner,15,133000,1000000
Ford Figo,Ford,Figo,2011,72000,Diesel,Manual,First Owner,20,690000,240000
Renault KWID,Renault,KWID,2018,40000,Petrol,Manual,First Owner,25,449000,350000
Mahindra Bolero,Mahindra,Bolero,2014,120000,Diesel,Manual,Third Owner,16,920000,530000
Chevrolet Spark,Chevrolet,Spark,2011,35000,Petrol,Manual,First Owner,18,436000,150000
Hyundai Elite i20,Hyundai,Elite i20,2019,12500,Petrol,Manual,First Owner,19,658000,625000
Hyundai Grand i10,Hyundai,Grand i10,2014,80000,Petrol,Manual,First Owner,19,707000,378000
Renault KWID,Renault,KWID,2015,210000,Petrol,Manual,Second Owner,25,449000,210000
Maruti Swift Dzire,Maruti,Swift Dzire,2018,100000,Diesel,Manual,Second Owner,28,690000,700000
Hyundai Santro Xing,Hyundai,Santro Xing,2011,110000,Petrol,Manual,Second Owner,18,447000,156000
Mahindra Bolero,Mahindra,Bolero,2016,103000,Diesel,Manual,First Owner,17,920000,700000
Maruti Wagon R,Maruti,Wagon R,2010,577414,Petrol,Manual,Second Owner,19,690000,194000
Honda Amaze,Honda,Amaze,2015,45000,Petrol,Automatic,First Owner,16,634000,415000
Honda Amaze,Honda,Amaze,2015,45000,Petrol,Automatic,First Owner,16,634000,450000
Honda Brio,Honda,Brio,2014,40000,Petrol,Manual,Third Owner,19,566000,325000
Mahindra Bolero,Mahindra,Bolero,2014,200000,Diesel,Manual,First Owner,16,920000,525000
Hyundai EON,Hyundai,EON,2017,100000,Petrol,Manual,First Owner,21,450000,265000
Jaguar XF,Jaguar,XF,2017,9000,Diesel,Automatic,First Owner,14,716000,2711000
Jaguar XF,Jaguar,XF,2017,45000,Diesel,Automatic,First Owner,19,716000,3200000
Tata Safari,Tata,Safari,2015,110000,Diesel,Manual,First Owner,14,152000,503000
Volvo XC40 D4,Volvo,XC40 D4,2019,20000,Diesel,Automatic,First Owner,18,429000,3800000
Toyota Camry Hybrid,Toyota,Camry Hybrid,2016,68089,Petrol,Automatic,First Owner,19,514800,2000000
Maruti Wagon R,Maruti,Wagon R,2013,58343,Petrol,Manual,First Owner,22,690000,225000
Maruti Beno,Maruti,Beno,2018,38817,Diesel,Manual,First Owner,27,949000,740000
Honda Jazz,Honda,Jazz,2016,56494,Petrol,Manual,First Owner,18,796000,550000
Toyota Innova,Toyota,Innova,2013,79328,Diesel,Manual,Second Owner,13,186300,750000
Maruti Swift,Maruti,Swift,2019,5621,Petrol,Automatic,First Owner,22,591000,650000
Toyota Etios,Toyota,Etios,2017,25538,Petrol,Manual,First Owner,17,869000,625000
Maruti Swift,Maruti,Swift,2018,69779,Petrol,Automatic,First Owner,22,591000,600000
Hyundai Grand i10,Hyundai,Grand i10,2017,56290,Diesel,Manual,First Owner,24,707000,450000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,7500,Diesel,Automatic,First Owner,17,624000,5400000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,8500,Diesel,Automatic,First Owner,17,624000,5500000
Honda Amaze,Honda,Amaze,2019,7032,Petrol,Automatic,First Owner,19,634000,779000
Skoda Rapid,Skoda,Rapid,2016,11000,Petrol,Automatic,First Owner,14,156000,645000
Volvo V40 D3,Volvo,V40 D3,2018,2000,Diesel,Automatic,First Owner,17,277000,2475000
Tata Zest,Tata,Zest,2015,100000,Diesel,Manual,First Owner,23,877000,400000
Hyundai i20 Magna,Hyundai,i20 Magna,2013,40000,Diesel,Manual,First Owner,22,698000,345000
Mahindra Thar,Mahindra,Thar,2018,15000,Diesel,Manual,Second Owner,17,131700,850000
Maruti Ignis,Maruti,Ignis,2018,15000,Petrol,Automatic,First Owner,21,525000,620000
Maruti Beno,Maruti,Beno,2018,10000,Petrol,Manual,Second Owner,21,949000,700000
Tata Indica Vista,Tata,Indica Vista,2012,90000,Diesel,Manual,First Owner,22,611000,200000
Mahindra Bolero,Mahindra,Bolero,2017,80000,Diesel,Manual,First Owner,17,920000,660000
Tata Indica,Tata,Indica,2009,60000,Diesel,Manual,Second Owner,18,469000,90000
Mahindra XUV 500,Mahindra,XUV 500,2015,28000,Diesel,Manual,Second Owner,15,149500,1050000
Ford Figo,Ford,Figo,2010,90000,Petrol,Manual,Second Owner,16,690000,160000
Maruti Zen Estilo,Maruti,Zen Estilo,2010,35000,Petrol,Manual,First Owner,19,481000,200000
Toyota Corolla Altis,Toyota,Corolla Altis,2011,185000,Diesel,Manual,Second Owner,21,203600,365000
Ford Fiesta,Ford,Fiesta,2011,130000,Diesel,Manual,Second Owner,18,103200,320000
Hyundai Creta,Hyundai,Creta,2018,27000,Petrol,Manual,First Owner,16,102800,1200000
Maruti Beno,Maruti,Beno,2018,9000,Petrol,Automatic,First Owner,21,949000,740000
Hyundai i20 Magna,Hyundai,i20 Magna,2013,40000,Diesel,Manual,First Owner,22,698000,345000
Maruti Ignis,Maruti,Ignis,2019,19000,Petrol,Automatic,Second Owner,21,525000,570000
Maruti Wagon R,Maruti,Wagon R,2019,10000,Petrol,Manual,First Owner,21,690000,490000
Tata Indigo,Tata,Indigo,2013,100000,Diesel,Manual,First Owner,24,566000,250000
Maruti Wagon R,Maruti,Wagon R,2017,20000,Petrol,Automatic,First Owner,21,690000,430000
Hyundai EON,Hyundai,EON,2014,35000,Petrol,Manual,First Owner,21,450000,225000
Mahindra Thar,Mahindra,Thar,2018,15000,Diesel,Manual,Second Owner,17,131700,850000
Maruti Ignis,Maruti,Ignis,2018,15000,Petrol,Automatic,First Owner,21,525000,620000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2014,70000,Diesel,Manual,Second Owner,23,780000,440000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2016,70000,Diesel,Manual,First Owner,24,784000,800000
Maruti Beno,Maruti,Beno,2018,10000,Petrol,Manual,Second Owner,21,949000,700000
Maruti Swift,Maruti,Swift,2016,47000,Diesel,Manual,First Owner,25,591000,600000
Tata Indica Vista,Tata,Indica Vista,2012,90000,Diesel,Manual,First Owner,22,611000,200000
Mahindra Bolero,Mahindra,Bolero,2017,80000,Diesel,Manual,First Owner,17,920000,660000
Hyundai Grand i10,Hyundai,Grand i10,2015,53000,Diesel,Manual,First Owner,24,707000,450000
Maruti Swift Dzire,Maruti,Swift Dzire,2013,105000,Diesel,Manual,Second Owner,23,690000,420000
Toyota Innova,Toyota,Innova,2011,121941,Diesel,Manual,First Owner,13,186300,500000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2016,15000,Petrol,Manual,First Owner,24,693000,350000
Mahindra Xylo,Mahindra,Xylo,2014,100000,Diesel,Manual,First Owner,14,998000,280000
Renault Duster,Renault,Duster,2013,152186,Diesel,Manual,Second Owner,20,101900,425000
Hyundai i10,Hyundai,i10,2013,82246,Petrol,Manual,First Owner,20,707000,295000
Maruti Swift,Maruti,Swift,2016,20000,Petrol,Manual,First Owner,20,591000,540000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,40000,Diesel,Manual,First Owner,28,690000,754000
Toyota Innova,Toyota,Innova,2011,89580,Diesel,Manual,Second Owner,13,186300,650000
Toyota Innova,Toyota,Innova,2011,250000,Diesel,Manual,Second Owner,13,186300,550000
Toyota Innova,Toyota,Innova,2011,250000,Diesel,Manual,Second Owner,13,186300,550000
Ford Figo,Ford,Figo,2019,2789,Petrol,Manual,First Owner,18,690000,675000
Ford Freestyle,Ford,Freestyle,2018,35278,Diesel,Manual,First Owner,24,728000,700000
Ford Freestyle,Ford,Freestyle,2018,2860,Diesel,Manual,First Owner,24,728000,795000
Toyota Innova,Toyota,Innova,2010,200000,Diesel,Manual,First Owner,13,186300,515000
Mahindra KUV 100,Mahindra,KUV 100,2018,20000,Petrol,Manual,First Owner,18,615000,450000
Toyota Etios,Toyota,Etios,2011,100000,Diesel,Manual,Second Owner,24,869000,350000
Ford Figo,Ford,Figo,2011,78562,Diesel,Manual,First Owner,20,690000,250000
Hyundai Verna,Hyundai,Verna,2011,96000,Diesel,Manual,Fourth & Above Owner,22,932000,450000
Hyundai Verna,Hyundai,Verna,2011,96000,Diesel,Manual,Fourth & Above Owner,22,932000,450000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2014,50000,Diesel,Manual,First Owner,23,780000,420000
Maruti S-Cross,Maruti,S-Cross,2018,40000,Diesel,Manual,First Owner,25,880000,750000
Datsun GO,Datsun,GO,2020,10000,Petrol,Manual,First Owner,19,412000,450000
Hyundai i20 Active,Hyundai,i20 Active,2019,10000,Petrol,Manual,First Owner,17,713000,650000
Maruti Ertiga,Maruti,Ertiga,2018,10000,Diesel,Manual,First Owner,25,969000,1050000
Hyundai Verna,Hyundai,Verna,2011,35000,Diesel,Manual,Second Owner,22,932000,375000
Mahindra XUV 500,Mahindra,XUV 500,2019,28000,Diesel,Manual,First Owner,15,149500,1550000
Ford Figo,Ford,Figo,2017,35000,Diesel,Manual,First Owner,24,690000,620000
Jeep Compass,Jeep,Compass,2017,32000,Diesel,Manual,First Owner,16,295900,1511000
Hyundai Verna,Hyundai,Verna,2011,35000,Diesel,Manual,Second Owner,22,932000,375000
Renault KWID,Renault,KWID,2019,10000,Petrol,Manual,First Owner,25,449000,320000
Mahindra XUV 500,Mahindra,XUV 500,2019,25000,Diesel,Automatic,Second Owner,15,149500,1650000
Maruti Alto 800,Maruti,Alto 800,2016,50000,Petrol,Manual,First Owner,24,503000,320000
Maruti Swift Dzire,Maruti,Swift Dzire,2012,129000,Diesel,Manual,First Owner,19,690000,400000
Mahindra XUV 500,Mahindra,XUV 500,2015,100000,Diesel,Automatic,Second Owner,16,149500,900000
Maruti Alto 800,Maruti,Alto 800,2018,30000,Petrol,Manual,First Owner,25,503000,310000
Tata Nexon Revotron,Tata,Nexon Revotron,2018,28000,Petrol,Manual,Second Owner,17,1061323,595000
Maruti SX4,Maruti,SX4,2017,60000,Diesel,Manual,First Owner,24,867000,800000
Mahindra Verito,Mahindra,Verito,2013,70000,Petrol,Manual,First Owner,14,101500,350000
Tata Indica Vista,Tata,Indica Vista,2013,110000,Diesel,Manual,First Owner,19,611000,275000
Maruti Eeco,Maruti,Eeco,2019,10000,Petrol,Manual,First Owner,15,535000,420000
Hyundai Xcent,Hyundai,Xcent,2016,60000,Petrol,Automatic,First Owner,17,685000,525000
Maruti Celerio,Maruti,Celerio,2017,10000,Petrol,Manual,First Owner,23,515000,430000
Maruti Beno,Maruti,Beno,2017,35000,Petrol,Manual,First Owner,21,949000,630000
Tata Tigor,Tata,Tigor,2018,23000,Petrol,Manual,First Owner,20,582000,550000
Maruti Swift,Maruti,Swift,2019,15000,Diesel,Manual,Second Owner,28,591000,630000
Mahindra TUV 300,Mahindra,TUV 300,2018,20000,Diesel,Manual,First Owner,18,859000,850000
Mahindra Bolero,Mahindra,Bolero,2011,90000,Diesel,Manual,First Owner,14,920000,455000
Mahindra Bolero,Mahindra,Bolero,2011,90000,Diesel,Manual,First Owner,14,920000,445000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2013,80000,Diesel,Manual,First Owner,22,780000,370000
Hyundai Grand i10,Hyundai,Grand i10,2016,50000,Petrol,Manual,First Owner,19,707000,500000
Tata Indica Vista,Tata,Indica Vista,2012,185000,Diesel,Manual,Second Owner,19,611000,140000
Maruti Swift,Maruti,Swift,2019,40000,Petrol,Manual,First Owner,21,591000,550000
Renault KWID,Renault,KWID,2017,30000,Petrol,Manual,First Owner,23,449000,300000
Tata Indigo,Tata,Indigo,2011,120000,Diesel,Manual,First Owner,23,566000,150000
Maruti Wagon R,Maruti,Wagon R,2011,500000,Petrol,Manual,Second Owner,19,690000,229999
Toyota Fortuner,Toyota,Fortuner,2011,120000,Diesel,Manual,First Owner,12,541000,900000
Mahindra Scorpio,Mahindra,Scorpio,2015,80000,Diesel,Manual,First Owner,15,133000,720000
Hyundai i20 Magna,Hyundai,i20 Magna,2016,90000,Diesel,Manual,Second Owner,23,698000,550000
Mahindra Scorpio,Mahindra,Scorpio,2015,90000,Diesel,Manual,First Owner,15,133000,720000
Maruti Swift,Maruti,Swift,2016,70000,Diesel,Manual,First Owner,25,591000,535000
Hyundai Xcent,Hyundai,Xcent,2015,91000,Diesel,Manual,Third Owner,24,685000,320000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2015,90000,Diesel,Manual,First Owner,23,780000,500000
Maruti Ertiga,Maruti,Ertiga,2014,110000,Diesel,Manual,Second Owner,21,969000,525000
Renault KWID,Renault,KWID,2019,90000,Petrol,Manual,First Owner,23,449000,220000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2018,50000,Petrol,Manual,First Owner,24,693000,350000
Mahindra TUV 300,Mahindra,TUV 300,2016,60000,Diesel,Manual,First Owner,18,859000,530000
Maruti Alto 800,Maruti,Alto 800,2013,35000,Petrol,Manual,First Owner,23,503000,215000
Volkswagen Vento,Volkswagen,Vento,2012,100000,Diesel,Manual,First Owner,21,116600,335000
Hyundai Xcent,Hyundai,Xcent,2015,90000,Diesel,Manual,Second Owner,24,685000,320000
Ford Figo,Ford,Figo,2011,120000,Diesel,Manual,Second Owner,20,690000,135000
Maruti A-Star,Maruti,A-Star,2009,95000,Petrol,Manual,Second Owner,19,488000,175000
Mahindra Bolero,Mahindra,Bolero,2017,35000,Diesel,Manual,First Owner,16,920000,800000
Honda City,Honda,City,2014,56000,Petrol,Manual,Second Owner,17,113800,565000
Hyundai i20,Hyundai,i20,2017,50000,Diesel,Manual,First Owner,23,698000,575000
Hyundai EON,Hyundai,EON,2014,70000,Petrol,Manual,Second Owner,21,450000,170000
Maruti Alto 800,Maruti,Alto 800,2014,30000,Petrol,Manual,First Owner,23,503000,250999
Mahindra XUV 500,Mahindra,XUV 500,2015,188000,Diesel,Manual,First Owner,16,149500,950000
Honda City,Honda,City,2014,60000,Petrol,Manual,First Owner,18,113800,650000
Tata Safari,Tata,Safari,2013,133000,Diesel,Manual,First Owner,14,152000,550000
Toyota Innova,Toyota,Innova,2010,160000,Diesel,Manual,First Owner,13,186300,650000
Mahindra XUV 500,Mahindra,XUV 500,2013,150000,Diesel,Manual,Second Owner,15,149500,800000
Maruti Alto 800,Maruti,Alto 800,2020,30000,Petrol,Manual,First Owner,22,503000,250999
Maruti Alto 800,Maruti,Alto 800,2013,60000,Petrol,Manual,Second Owner,23,503000,170000
Tata Indigo,Tata,Indigo,2013,30000,Diesel,Manual,First Owner,19,566000,250000
Chevrolet Enjoy,Chevrolet,Enjoy,2014,80000,Petrol,Manual,First Owner,14,766000,312000
Maruti Alto 800,Maruti,Alto 800,2014,20000,Petrol,Manual,First Owner,23,503000,250000
Hyundai EON,Hyundai,EON,2013,80000,Petrol,Manual,First Owner,21,450000,200000
Mahindra Scorpio,Mahindra,Scorpio,2016,73000,Diesel,Manual,First Owner,15,133000,670000
Hyundai EON,Hyundai,EON,2017,50000,Petrol,Manual,First Owner,21,450000,270000
Mahindra Bolero,Mahindra,Bolero,2012,200000,Diesel,Manual,First Owner,16,920000,360000
Maruti Swift,Maruti,Swift,2018,46000,Diesel,Manual,First Owner,28,591000,630000
Mahindra Supro LX 8 Str,Mahindra,Supro LX 8 Str,2018,50000,Diesel,Manual,First Owner,24,600375,400000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2014,50000,Diesel,Manual,First Owner,23,780000,420000
Maruti Ciaz,Maruti,Ciaz,2018,25000,Petrol,Manual,First Owner,21,887000,764000
Mahindra Bolero,Mahindra,Bolero,2019,30000,Diesel,Manual,First Owner,16,920000,710000
Tata Hexa,Tata,Hexa,2018,30000,Diesel,Manual,First Owner,18,136900,1575000
Maruti SX4,Maruti,SX4,2017,44000,Diesel,Manual,First Owner,24,867000,650000
Ford EcoSport,Ford,EcoSport,2015,63000,Diesel,Manual,First Owner,23,961000,600000
Mahindra TUV 300,Mahindra,TUV 300,2016,110000,Diesel,Manual,First Owner,18,859000,509999
Hyundai Xcent,Hyundai,Xcent,2017,14000,Petrol,Manual,First Owner,19,685000,610000
Maruti Alto 800,Maruti,Alto 800,2017,35000,Petrol,Manual,First Owner,25,503000,310000
Mahindra Bolero,Mahindra,Bolero,2016,35000,Diesel,Manual,First Owner,16,920000,720000
Tata Indigo,Tata,Indigo,2012,110000,Diesel,Manual,Second Owner,19,566000,158000
Tata Indigo,Tata,Indigo,2011,85700,Diesel,Manual,Second Owner,17,566000,175000
Maruti Ritz,Maruti,Ritz,2010,120000,Diesel,Manual,First Owner,21,525000,217000
Honda Amaze,Honda,Amaze,2013,50000,Diesel,Manual,First Owner,26,634000,484999
Hyundai Xcent,Hyundai,Xcent,2016,35000,Diesel,Manual,First Owner,24,685000,550000
Maruti Swift,Maruti,Swift,2012,70000,Petrol,Manual,Second Owner,19,591000,280000
Mahindra XUV 500,Mahindra,XUV 500,2017,42000,Diesel,Manual,Second Owner,16,149500,1150000
Hyundai Grand i10,Hyundai,Grand i10,2016,30000,Petrol,Manual,Second Owner,19,707000,420000
Maruti Ciaz,Maruti,Ciaz,2017,80000,Petrol,Manual,First Owner,21,887000,810000
Hyundai i20,Hyundai,i20,2011,90000,Petrol,Manual,Third Owner,17,698000,290000
Chevrolet Beat,Chevrolet,Beat,2012,60000,Petrol,Manual,First Owner,19,396000,180000
Maruti Eeco,Maruti,Eeco,2010,162000,Petrol,Manual,First Owner,15,535000,160000
Tata Nano,Tata,Nano,2017,70000,Petrol,Manual,Third Owner,24,251000,66000
Maruti Wagon R,Maruti,Wagon R,2015,20000,Petrol,Manual,Second Owner,21,690000,369000
Tata New Safari DICOR,Tata,New Safari DICOR,2012,80000,Diesel,Manual,Second Owner,14,993000,300000
Maruti Swift,Maruti,Swift,2009,100000,Diesel,Manual,Second Owner,18,591000,221000
Tata Zest,Tata,Zest,2017,35000,Petrol,Manual,First Owner,18,877000,400000
Mahindra Bolero,Mahindra,Bolero,2011,120000,Diesel,Manual,Fourth & Above Owner,14,920000,390000
Maruti Eeco,Maruti,Eeco,2012,110000,Petrol,Manual,First Owner,15,535000,190000
Renault KWID,Renault,KWID,2017,60000,Petrol,Manual,First Owner,25,449000,300000
Hyundai i20,Hyundai,i20,2017,27000,Diesel,Manual,First Owner,23,698000,750000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,50000,Diesel,Manual,First Owner,27,690000,650000
Hyundai Verna,Hyundai,Verna,2013,88000,Diesel,Manual,Second Owner,22,932000,520000
Mahindra Scorpio,Mahindra,Scorpio,2020,50000,Diesel,Manual,First Owner,16,133000,1500000
Hyundai Verna,Hyundai,Verna,2012,80000,Diesel,Manual,Second Owner,22,932000,415000
Hyundai Elite i20,Hyundai,Elite i20,2019,60000,Diesel,Manual,First Owner,23,658000,700000
Maruti Swift,Maruti,Swift,2017,26000,Petrol,Manual,Second Owner,21,591000,484999
Hyundai EON,Hyundai,EON,2014,60000,Petrol,Manual,Second Owner,21,450000,220000
Hyundai i10,Hyundai,i10,2014,80000,Petrol,Manual,Second Owner,20,707000,320000
Maruti Swift,Maruti,Swift,2011,90000,Diesel,Manual,Second Owner,23,591000,375000
Hyundai Verna,Hyundai,Verna,2012,80000,Diesel,Manual,Second Owner,22,932000,440000
Hyundai Grand i10,Hyundai,Grand i10,2019,15000,Petrol,Automatic,First Owner,19,707000,550000
Maruti Swift,Maruti,Swift,2017,35000,Diesel,Manual,Second Owner,25,591000,640000
Toyota Etios,Toyota,Etios,2014,120000,Diesel,Manual,First Owner,24,869000,420000
Hyundai Grand i10,Hyundai,Grand i10,2016,63000,Diesel,Manual,Third Owner,24,707000,330000
Volkswagen Ameo,Volkswagen,Ameo,2019,25000,Diesel,Manual,First Owner,22,567000,800000
Maruti Wagon R,Maruti,Wagon R,2011,64500,Petrol,Manual,First Owner,19,690000,240000
Mahindra KUV 100,Mahindra,KUV 100,2016,100000,Diesel,Manual,Second Owner,25,615000,360000
Hyundai Verna,Hyundai,Verna,2017,40000,Diesel,Manual,First Owner,24,932000,750000
Hyundai i20,Hyundai,i20,2017,15000,Petrol,Manual,Second Owner,19,698000,570000
Toyota Etios,Toyota,Etios,2015,25000,Diesel,Manual,First Owner,24,869000,450000
Maruti Ritz,Maruti,Ritz,2016,82000,Petrol,Manual,Third Owner,19,525000,270000
Maruti Ertiga,Maruti,Ertiga,2012,87000,Diesel,Manual,First Owner,21,969000,459999
Maruti Alto 800,Maruti,Alto 800,2015,80000,Petrol,Manual,Second Owner,24,503000,240000
Renault Duster,Renault,Duster,2012,110000,Diesel,Manual,Third Owner,19,101900,320000
Tata Manza,Tata,Manza,2011,148000,Diesel,Manual,Second Owner,21,768000,149000
Mahindra Scorpio,Mahindra,Scorpio,2018,40000,Diesel,Manual,First Owner,16,133000,1500000
Hyundai Accent,Hyundai,Accent,2011,70000,Petrol,Manual,First Owner,16,586000,180000
Hyundai Santro Xing,Hyundai,Santro Xing,2012,70000,CNG,Manual,Second Owner,13,447000,185000
Tata Indigo,Tata,Indigo,2010,120000,Diesel,Manual,First Owner,17,566000,130000
Ford Fiesta,Ford,Fiesta,2012,60000,Diesel,Manual,First Owner,18,103200,330000
Tata Manza,Tata,Manza,2011,90000,Diesel,Manual,First Owner,19,768000,190000
Maruti Swift,Maruti,Swift,2014,68000,Diesel,Manual,First Owner,23,591000,501000
Honda Amaze,Honda,Amaze,2017,24500,Diesel,Manual,First Owner,26,634000,600000
Mahindra XUV 500,Mahindra,XUV 500,2012,77000,Diesel,Manual,Second Owner,15,149500,570000
Honda Amaze,Honda,Amaze,2015,85000,Diesel,Manual,First Owner,26,634000,450000
Toyota Etios,Toyota,Etios,2011,45500,Petrol,Manual,First Owner,17,869000,285000
